region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
barrel,0.516,0.6648,52,18,8,4,3.883,1.732,0.332,0.207,-1.357
barrel,0.801,0.8296,48,31,9,9,8.581,1.611,0.325,0.154,2.302
barrel,0.6235,0.7338,50,27,9,7,2.588,0.495,0.368,0.05,-1.785
barrel,0.8283,0.7877,59,27,10,3,7.743,2.404,0.477,0.054,2.248
barrel,0.9779,0.9357,62,39,12,8,3.427,0.576,0.247,0.117,0.397
barrel,0.9043,0.8707,56,34,11,2,4.644,2.066,0.324,0.251,-0.222
barrel,0.6063,0.6028,59,29,5,3,7.851,2.253,0.34,0.213,-1.256
barrel,0.8751,0.9874,57,36,8,6,11.648,1.406,0.184,0.125,2.077
barrel,0.3582,0.2122,59,24,10,10,2.362,1.857,0.326,0.102,-2.838
barrel,0.7797,0.6927,79,36,7,4,6.572,1.568,0.311,0.138,-2.326
barrel,0.8394,0.8035,72,32,11,6,11.9,0.972,0.265,0.238,-1.531
barrel,0.7684,0.7017,54,33,6,5,3.322,1.004,0.395,0.245,0.377
barrel,0.7535,0.6809,55,29,12,5,3.207,3.188,0.322,0.232,0.17
barrel,0.8808,0.799,62,30,5,7,5.058,0.669,0.488,0.094,1.195
barrel,0.8194,0.8373,59,39,8,2,5.724,2.319,0.368,0.356,-0.362
barrel,0.5745,0.662,67,32,10,6,6.589,1.499,0.174,0.334,0.151
barrel,0.9737,0.9257,64,38,6,7,2.601,2.904,0.224,0.271,-0.275
barrel,0.6128,0.408,68,32,12,5,9.962,2.275,0.264,0.327,-0.9
barrel,0.8274,1.0,53,29,9,3,7.328,1.835,0.443,0.228,-0.727
barrel,0.7739,0.9186,65,34,9,4,5.121,2.058,0.247,0.108,3.061
barrel,0.3892,0.3293,50,26,10,4,5.124,1.3,0.372,0.217,-0.349
barrel,0.6002,0.5689,56,38,7,10,6.081,0.125,0.309,0.169,-0.18
barrel,0.7579,0.8714,58,24,12,4,4.616,1.906,0.25,0.19,1.135
barrel,0.7853,0.7325,65,35,7,6,7.512,2.132,0.35,0.348,-2.975
barrel,0.9297,0.9018,69,27,14,2,2.845,1.528,0.345,0.219,1.362
barrel,0.6822,0.4532,40,32,6,6,6.649,1.189,0.206,0.16,2.635
barrel,0.9454,0.9771,70,29,13,4,4.492,2.205,0.274,0.428,-2.935
barrel,0.5422,0.5352,51,26,17,6,8.282,2.32,0.287,0.401,1.977
barrel,0.7505,0.825,59,19,2,8,3.149,2.504,0.144,0.081,0.884
barrel,0.7607,0.8038,70,34,7,3,5.222,1.744,0.426,0.266,2.074
barrel,1.0,1.0,66,28,7,7,9.51,1.115,0.329,0.233,-0.396
barrel,0.6136,0.7522,54,32,11,10,8.445,0.961,0.124,0.24,-0.852
barrel,0.5425,0.405,51,21,14,3,5.352,1.786,0.307,0.153,-2.492
barrel,0.7346,0.6974,57,33,7,9,10.517,1.277,0.334,0.183,-1.266
barrel,0.5389,0.6919,37,31,5,6,3.601,2.252,0.384,0.267,2.083
barrel,0.5735,0.5573,60,32,8,7,5.894,1.131,0.389,0.307,-2.854
barrel,0.8296,1.0,50,32,12,4,7.585,2.356,0.359,0.225,-0.561
barrel,1.0,0.977,59,22,13,6,4.708,1.554,0.309,0.265,-2.083
barrel,0.7053,0.7951,65,25,9,9,4.29,0.002,0.38,0.18,1.719
barrel,0.9867,0.8823,62,26,9,6,2.454,0.659,0.012,0.004,-1.898
barrel,0.7087,0.6433,61,31,8,6,14.996,1.827,0.297,0.178,-1.145
barrel,0.7396,0.6724,67,32,9,7,4.162,2.014,0.133,0.049,-1.666
barrel,0.6078,0.8004,58,24,6,9,8.412,1.732,0.378,0.125,-0.557
barrel,0.8611,0.8522,46,20,7,8,8.013,1.64,0.424,0.124,0.51
barrel,0.4786,0.629,69,37,4,4,5.792,2.135,0.479,0.248,2.338
barrel,0.366,0.5161,52,33,10,6,7.855,1.762,0.294,0.412,-2.975
barrel,0.7183,0.7859,54,28,9,10,11.85,1.795,0.192,0.152,-2.666
barrel,0.5746,0.6334,60,31,11,6,9.358,1.118,0.366,0.182,-2.654
barrel,0.7271,0.759,57,31,13,5,3.76,2.007,0.216,0.206,2.379
barrel,0.8103,0.8187,66,36,6,10,2.123,2.258,0.193,0.2,1.288
barrel,0.9403,0.9931,70,34,12,7,4.111,1.694,0.231,0.377,0.827
barrel,0.6486,0.6891,60,35,7,3,6.021,0.938,0.277,0.263,0.977
barrel,0.8156,0.8745,53,32,9,9,6.07,1.427,0.265,0.24,-2.564
barrel,0.8275,0.8074,69,31,9,6,8.194,0.84,0.571,0.216,2.191
barrel,0.5074,0.6679,72,21,13,5,2.942,1.567,0.351,0.258,2.095
barrel,0.5067,0.5078,59,27,11,1,11.626,0.976,0.263,0.302,2.394
barrel,1.0,0.9848,57,31,7,3,10.118,1.302,0.229,0.219,1.54
barrel,0.6959,0.6896,61,35,9,5,8.234,1.296,0.38,0.319,2.129
barrel,0.5656,0.6462,47,32,10,4,7.619,1.03,0.338,0.241,3.111
barrel,0.7482,0.5979,65,30,7,6,13.326,2.343,0.284,0.278,-0.491
barrel,0.7969,0.7781,61,39,7,5,2.255,1.269,0.355,0.16,1.04
barrel,0.5202,0.6035,59,21,14,3,7.702,1.399,0.281,0.168,-0.543
barrel,0.9012,1.0,63,36,10,6,4.279,0.705,0.319,0.299,1.285
barrel,0.6422,0.5086,50,35,11,8,3.936,1.662,0.4,0.275,-2.003
barrel,0.9741,0.6901,59,23,11,6,8.12,2.592,0.282,0.094,0.097
barrel,0.9493,1.0,56,26,13,6,4.04,0.399,0.22,0.272,2.571
barrel,0.7422,0.6089,53,20,10,10,3.757,2.437,0.255,0.304,-1.704
barrel,0.6995,0.6981,65,32,10,8,10.849,1.141,0.157,0.279,1.817
barrel,0.4272,0.2814,67,28,12,6,4.501,2.086,0.099,0.112,-1.202
barrel,0.4653,0.4663,62,29,11,7,2.599,0.679,0.097,0.302,2.266
barrel,0.7255,0.6099,52,27,9,4,6.743,1.838,0.363,0.138,2.756
barrel,0.8238,0.7107,51,25,6,6,4.783,1.844,0.214,0.217,1.247
barrel,0.8518,0.8385,72,23,8,3,3.565,0.651,0.37,0.157,2.585
barrel,0.8992,0.7404,60,22,3,8,3.146,2.661,0.287,0.24,0.131
barrel,0.6948,0.7601,78,27,9,10,4.141,1.113,0.359,0.205,-0.11
barrel,0.7001,0.6981,56,25,8,8,14.734,1.113,0.46,0.223,-2.389
barrel,0.83,0.6881,77,29,9,4,3.993,1.13,0.402,0.274,2.904
barrel,0.6557,1.0,58,20,9,6,12.432,2.317,0.338,0.218,0.643
barrel,0.998,0.8785,49,35,5,8,4.908,1.955,0.25,0.194,-1.873
barrel,0.7873,0.7815,57,20,6,4,7.497,1.613,0.407,0.383,-1.587
barrel,0.7955,0.986,52,30,10,8,3.925,0.514,0.364,0.166,2.914
barrel,0.539,0.5352,62,31,11,4,7.924,0.857,0.12,0.212,-0.266
barrel,0.7179,0.5565,53,22,10,8,6.848,0.561,0.369,0.38,2.237
barrel,0.8049,0.6867,57,34,8,5,14.169,1.804,0.378,0.056,-3.093
barrel,0.4672,0.4513,56,28,15,11,3.54,1.276,0.427,0.077,-2.471
barrel,0.9926,0.7833,59,23,7,8,5.399,1.976,0.228,0.153,2.747
barrel,0.551,0.4281,63,26,11,8,10.221,2.118,0.344,0.222,-2.797
barrel,0.9366,0.748,43,30,8,9,1.841,1.463,0.215,0.148,3.123
barrel,0.5147,0.4897,52,43,14,3,5.672,1.786,0.361,0.125,-2.083
barrel,0.506,0.4051,42,39,14,5,2.909,1.267,0.288,0.214,-0.343
barrel,0.7503,0.8328,56,31,11,1,8.773,1.17,0.347,0.369,1.801
barrel,0.4873,0.5436,63,31,7,6,6.182,1.473,0.226,0.217,-2.63
barrel,0.6018,0.5176,55,32,10,4,3.867,1.12,0.257,0.123,2.414
barrel,0.8121,0.8587,69,32,5,3,4.56,1.099,0.542,0.169,1.57
barrel,0.9591,0.8386,55,31,7,7,6.244,1.471,0.335,0.235,-0.964
barrel,0.431,0.1986,75,27,7,5,2.91,1.159,0.299,0.16,0.585
barrel,1.0,1.0,71,32,11,10,6.039,1.579,0.252,0.295,0.742
barrel,0.6011,0.6857,61,42,9,2,2.568,0.551,0.301,0.195,-2.724
barrel,0.7316,0.7968,55,28,8,8,6.361,1.128,0.253,0.16,-3.043
barrel,0.3173,0.5419,65,33,8,5,8.815,1.399,0.243,0.147,2.81
barrel,0.7481,0.723,62,23,7,5,8.716,0.716,0.27,0.31,0.942
barrel,0.7031,0.9352,50,27,7,10,9.814,1.917,0.339,0.167,-0.076
barrel,0.764,0.7828,52,34,3,7,4.573,0.992,0.332,0.105,0.423
barrel,0.7773,0.7045,60,29,7,4,6.945,1.619,0.355,0.267,1.117
barrel,0.7341,0.9118,64,38,9,7,5.436,2.163,0.241,0.273,-1.582
barrel,0.7789,0.7029,62,31,14,5,3.221,2.429,0.256,0.281,0.233
barrel,0.8433,0.6822,52,38,3,3,10.334,1.111,0.17,0.464,0.672
barrel,0.6966,0.5571,69,29,9,8,6.687,1.481,0.336,0.247,-3.094
barrel,0.9693,1.0,59,35,6,5,3.177,0.309,0.293,0.19,2.655
barrel,0.5175,0.3796,57,23,6,6,13.818,3.165,0.465,0.209,-0.287
barrel,0.6949,0.8531,74,21,8,6,10.679,1.843,0.28,0.193,1.71
barrel,0.5501,0.4254,56,28,9,7,5.249,1.845,0.399,0.129,-0.408
barrel,0.8784,0.6959,59,31,10,9,2.87,1.252,0.219,0.091,-0.991
barrel,0.8958,0.8947,62,34,9,3,3.254,1.617,0.409,0.168,0.574
barrel,0.8461,1.0,60,25,7,10,3.074,1.388,0.429,0.406,-2.963
barrel,0.8446,0.6586,54,31,6,7,2.823,1.505,0.211,0.065,1.015
barrel,0.8502,0.9977,60,32,7,3,3.377,1.308,0.285,0.229,3.074
barrel,0.7347,0.7637,56,42,7,4,7.948,0.211,0.406,0.171,-0.613
barrel,0.9311,0.7787,65,24,6,7,8.154,1.682,0.201,0.209,2.479
barrel,0.934,0.9682,64,43,9,7,7.627,2.196,0.301,0.36,-2.873
barrel,0.6674,0.7011,53,27,7,4,5.055,1.844,0.457,0.137,0.549
barrel,0.8711,0.6317,58,26,13,2,3.52,1.448,0.28,0.238,2.583
barrel,0.763,0.6732,55,25,13,7,4.174,2.657,0.319,0.247,0.726
barrel,0.7293,0.9178,65,23,7,6,13.206,1.647,0.389,0.08,2.791
barrel,0.5208,0.5247,60,30,7,5,9.024,1.334,0.098,0.258,1.423
barrel,0.7062,0.6387,58,25,10,2,5.994,1.734,0.179,0.07,1.361
barrel,0.29,0.275,61,21,7,2,2.46,1.691,0.17,0.144,-0.165
barrel,0.9252,0.8623,60,28,11,4,5.833,1.12,0.023,0.181,-0.283
barrel,0.8553,0.8399,58,19,12,8,8.3,1.466,0.354,0.258,-3.047
barrel,0.8277,0.8729,62,34,11,4,7.307,0.768,0.407,0.204,-1.312
barrel,0.8147,0.7732,50,21,8,10,8.804,1.337,0.21,0.19,-0.25
barrel,0.7864,0.4311,45,27,10,7,10.689,0.915,0.323,0.219,-2.727
barrel,0.7264,0.6661,52,23,9,5,6.096,1.305,0.429,0.228,0.448
barrel,0.5989,0.7756,43,15,12,6,2.075,2.773,0.278,0.301,1.892
barrel,0.9865,0.9543,84,33,6,8,6.2,1.475,0.352,0.163,2.329
barrel,0.8047,0.8072,59,26,8,12,2.423,0.454,0.086,0.025,0.445
barrel,0.8285,0.7477,64,27,9,10,8.695,1.558,0.264,0.149,-3.062
barrel,0.8565,1.0,52,25,9,6,5.945,1.751,0.306,0.343,-0.977
barrel,0.6117,0.5834,49,31,11,3,6.845,3.066,0.256,0.201,-1.159
barrel,0.7758,0.8048,46,27,5,5,2.495,1.543,0.347,0.174,-2.857
barrel,0.8694,0.6859,62,32,12,5,12.709,0.52,0.417,0.169,-0.733
barrel,0.6763,0.7861,64,32,11,7,2.976,1.799,0.353,0.105,2.841
barrel,0.5695,0.5548,67,31,10,4,4.061,1.821,0.236,0.21,-0.419
endcap,0.6817,0.6258,39,18,4,3,2.99,1.389,0.303,0.144,2.171
endcap,0.6424,0.7172,30,28,5,5,5.893,1.381,0.325,0.153,1.032
endcap,0.6263,0.687,30,24,7,4,4.196,1.478,0.457,0.08,-0.543
endcap,0.7908,0.9843,42,15,5,5,6.315,1.845,0.226,0.299,0.769
endcap,0.8938,0.7598,39,14,6,8,2.527,1.206,0.342,0.171,-2.691
endcap,0.8179,0.9216,42,17,6,6,2.988,1.637,0.265,0.218,1.795
endcap,0.7504,0.7126,41,21,4,6,16.757,0.665,0.401,0.069,0.754
endcap,0.8312,0.8941,35,27,5,5,3.68,2.235,0.352,0.154,1.003
endcap,0.972,1.0,46,25,4,6,11.598,2.421,0.338,0.264,0.709
endcap,0.5998,0.587,43,18,5,2,3.214,2.036,0.339,0.242,-0.581
endcap,0.5035,0.5867,37,21,7,4,5.344,1.736,0.355,0.198,3.08
endcap,0.6625,0.6881,34,19,5,5,6.905,1.147,0.215,0.081,1.343
endcap,0.5683,0.3263,43,25,7,7,1.015,2.153,0.182,0.199,1.201
endcap,0.7487,0.9017,30,17,8,3,5.404,2.257,0.235,0.097,-2.621
endcap,0.0938,0.1495,39,15,4,5,3.152,1.962,0.205,0.466,0.563
endcap,1.0,0.9445,39,12,3,2,6.13,1.315,0.289,0.24,-2.336
endcap,0.6578,0.6101,52,13,7,8,7.013,1.049,0.37,0.22,2.408
endcap,0.7869,0.782,30,20,9,4,1.469,1.401,0.328,0.328,-0.228
endcap,0.7311,0.8193,46,12,9,3,10.929,1.818,0.247,0.172,2.96
endcap,0.7711,0.6661,39,23,3,4,8.893,1.585,0.429,0.264,1.248
endcap,0.7454,0.7036,27,21,4,2,11.891,1.605,0.043,0.173,-2.908
endcap,0.4152,0.2731,47,18,6,4,4.42,1.696,0.347,0.139,-0.442
endcap,0.7285,0.7139,45,17,10,4,5.245,1.246,0.155,0.228,-1.161
endcap,0.8927,0.7827,43,23,7,3,4.525,1.097,0.282,0.152,-1.385
endcap,0.4448,0.3622,38,13,4,1,4.851,2.274,0.344,0.3,-2.888
endcap,0.8354,0.9644,34,21,1,2,8.533,1.893,0.257,0.2,2.244
endcap,0.9984,0.9243,39,26,3,2,7.176,2.138,0.269,0.214,2.514
endcap,0.6993,0.6849,39,18,13,2,13.46,0.865,0.309,0.253,-0.471
endcap,0.2997,0.3888,39,21,9,6,12.967,1.418,0.306,0.179,-2.743
endcap,0.7809,0.7918,45,16,8,5,7.479,1.71,0.283,0.207,2.377
endcap,0.8149,0.7433,47,11,3,0,1.26,1.656,0.334,0.256,-1.732
endcap,0.7445,0.7828,41,19,7,5,4.17,0.777,0.372,0.2,-1.186
endcap,0.9147,1.0,30,16,7,6,11.997,1.149,0.219,0.233,-1.661
endcap,0.6894,0.5241,45,23,6,2,3.004,1.419,0.322,0.262,0.617
endcap,0.139,0.4595,38,21,7,4,9.678,2.565,0.218,0.307,0.194
endcap,0.6776,0.5366,45,17,3,4,11.82,2.701,0.256,0.294,-1.659
endcap,0.9021,0.7386,41,24,12,3,3.511,1.579,0.377,0.243,2.039
endcap,0.8031,0.8048,32,18,11,1,3.21,1.599,0.244,0.28,-1.577
endcap,0.5184,0.5936,40,24,3,6,7.902,1.916,0.387,0.318,-0.176
endcap,0.5882,0.487,44,18,4,5,10.06,0.579,0.276,0.162,-0.483
endcap,0.9155,1.0,42,21,12,5,3.833,1.035,0.325,0.25,-2.681
endcap,0.6257,0.6995,39,19,5,2,8.788,2.021,0.372,0.389,1.315
endcap,0.8471,1.0,44,19,4,6,4.4,0.952,0.408,0.148,0.918
endcap,0.8411,0.8759,42,28,9,2,6.085,1.298,0.337,0.22,0.023
endcap,0.5759,0.664,42,13,5,3,10.266,0.728,0.391,0.191,0.917
endcap,0.5694,0.5306,51,19,7,5,4.708,1.74,0.313,0.243,3.079
endcap,0.3123,0.4962,35,18,5,4,3.344,2.151,0.344,0.162,2.22
endcap,0.4874,0.6167,51,20,3,8,4.81,2.532,0.12,0.349,2.315
endcap,0.6563,0.7131,45,31,4,1,6.222,0.968,0.18,0.123,1.823
endcap,0.5548,0.6528,38,20,1,2,9.783,1.838,0.302,0.352,-0.7
endcap,0.733,0.4736,42,17,7,1,4.476,1.346,0.361,0.196,-2.734
endcap,0.3752,0.4315,44,18,3,5,2.048,0.873,0.294,0.154,-2.466
endcap,0.8729,0.9355,36,11,9,4,4.718,1.214,0.305,0.102,2.123
endcap,0.7016,0.844,43,21,8,4,5.468,2.076,0.215,0.221,-1.018
endcap,0.2611,0.248,46,22,8,1,5.129,0.948,0.434,0.169,2.566
endcap,0.8829,0.934,33,22,6,3,7.507,2.524,0.198,0.266,-1.687
endcap,0.9728,0.9257,33,14,5,8,3.186,0.801,0.221,0.099,0.335
endcap,0.5445,0.6249,30,20,4,1,9.49,1.55,0.114,0.292,1.674
endcap,0.7529,0.7271,29,21,5,2,4.979,1.781,0.274,0.286,-2.331
endcap,0.7896,0.824,46,29,3,1,8.622,2.072,0.208,0.161,0.306
endcap,0.7616,0.6826,36,21,5,4,4.463,1.397,0.425,0.153,1.327
endcap,0.3038,0.3219,35,17,5,0,5.743,2.684,0.46,0.287,0.887
endcap,0.9137,0.6994,37,15,8,4,9.169,2.127,0.214,0.107,-2.253
endcap,0.4338,0.6409,46,22,3,1,2.019,1.896,0.211,0.034,-0.233
endcap,0.5494,0.7113,30,12,7,8,2.343,1.319,0.223,0.184,-0.077
endcap,0.5575,0.4874,42,22,7,7,4.994,0.951,0.228,0.128,2.68
endcap,0.3879,0.2792,31,16,9,5,4.702,1.377,0.415,0.2,-1.512
endcap,1.0,1.0,35,18,6,6,8.531,0.523,0.367,0.253,-0.684
endcap,0.7972,0.7962,44,26,11,2,4.834,1.494,0.344,0.057,3.119
endcap,0.7259,0.7274,50,25,8,6,3.792,1.449,0.33,0.169,0.356
endcap,0.5009,0.5187,48,23,8,5,2.544,0.956,0.309,0.125,1.317
endcap,0.53,0.5287,27,25,3,3,9.078,1.593,0.443,0.282,-2.758
endcap,0.4007,0.3333,48,19,7,3,1.727,1.421,0.239,0.208,-2.954
endcap,0.4211,0.4051,25,18,5,3,3.262,1.357,0.35,0.072,1.038
endcap,0.7049,0.5301,30,23,4,2,2.256,1.456,0.413,0.241,3.046
endcap,0.5971,0.679,45,16,6,5,5.301,1.865,0.292,0.209,-2.31
endcap,0.4656,0.5186,30,20,9,3,1.107,0.52,0.286,0.136,-1.873
endcap,0.3905,0.3892,37,24,9,6,6.264,1.0,0.301,0.249,1.293
endcap,0.712,0.988,55,25,6,3,2.613,1.608,0.373,0.135,-0.051
endcap,0.8332,0.7516,37,17,6,0,1.935,0.572,0.239,0.341,1.324
endcap,0.7264,0.8158,35,25,7,1,5.536,2.289,0.406,0.19,1.596
endcap,0.7694,0.8468,27,24,5,1,8.172,2.23,0.272,0.109,3.111
endcap,1.0,0.9543,38,17,6,2,9.186,2.401,0.329,0.307,0.068
endcap,0.6605,0.4525,27,9,6,5,6.458,1.024,0.356,0.209,2.624
endcap,0.5165,0.4268,35,17,4,5,3.025,2.083,0.231,0.28,-1.21
endcap,1.0,0.8157,30,25,3,2,9.0,1.271,0.211,0.207,2.543
endcap,0.8143,1.0,50,16,5,6,2.205,2.031,0.325,0.282,-2.772
endcap,0.4585,0.5505,41,16,6,2,3.149,1.312,0.246,0.218,-0.667
endcap,0.9268,0.7443,35,17,9,7,4.788,1.453,0.253,0.241,-3.065
endcap,0.7529,0.7488,48,26,10,3,8.051,1.066,0.325,0.239,-2.804
endcap,0.8251,0.9027,36,22,5,4,5.245,1.839,0.384,0.247,2.341
endcap,0.9689,0.9661,42,25,3,4,5.841,1.197,0.247,0.14,0.192
endcap,0.8495,1.0,34,21,5,2,2.738,1.152,0.47,0.182,3.043
endcap,0.51,0.3302,37,15,10,3,12.438,0.155,0.379,0.093,-0.99
endcap,0.703,0.7182,37,13,7,2,9.42,2.521,0.243,0.205,1.196
endcap,0.6771,0.5899,39,23,5,4,5.222,1.6,0.46,0.266,0.751
endcap,0.9655,0.6169,33,23,8,4,4.184,3.005,0.13,0.126,-0.852
endcap,0.9024,0.8225,41,25,6,4,6.586,2.143,0.175,0.264,-0.281
endcap,0.6435,0.8092,47,26,7,4,3.532,1.876,0.104,0.128,-1.365
endcap,0.7387,0.8431,50,23,3,4,1.523,3.179,0.35,0.267,-0.041
endcap,0.7201,0.6376,42,8,2,4,14.557,1.994,0.378,0.123,-2.382
endcap,0.6124,0.4671,39,23,2,2,6.899,0.979,0.222,0.191,-2.198
endcap,0.6766,0.554,51,16,4,6,5.692,1.499,0.211,0.378,-1.037
endcap,0.801,0.6418,29,20,1,8,10.045,1.71,0.485,0.228,1.046
endcap,0.8075,0.7779,38,17,5,5,3.468,2.235,0.376,0.063,2.921
endcap,0.4161,0.6926,35,17,3,2,1.83,2.324,0.177,0.053,-1.176
endcap,0.6493,0.7615,46,21,2,1,7.975,1.854,0.248,0.063,0.338
endcap,0.8826,0.9603,29,23,3,4,10.709,1.511,0.174,0.187,-2.028
endcap,0.5365,0.6063,29,35,6,7,9.084,0.969,0.295,0.203,-1.554
endcap,0.6673,0.9357,43,17,5,2,6.545,1.972,0.248,0.241,0.839
endcap,1.0,0.7757,35,18,9,5,1.612,1.382,0.315,0.157,0.036
endcap,0.9022,0.988,39,29,8,5,7.747,0.866,0.334,0.373,1.867
endcap,0.8219,0.6325,43,23,7,9,5.18,2.0,0.251,0.232,-1.598
endcap,0.4381,0.5097,28,15,2,5,5.998,1.298,0.379,0.162,-2.351
endcap,0.6655,0.5348,45,21,6,1,1.406,2.344,0.237,0.077,-2.037
endcap,0.5301,0.5942,42,26,5,7,1.597,1.231,0.264,0.21,-2.893
endcap,0.6835,0.7402,30,22,6,4,11.92,1.447,0.227,0.238,1.089
endcap,0.1638,0.1603,46,21,1,1,6.78,1.719,0.282,0.201,2.346
endcap,0.7947,0.9754,33,17,6,5,9.676,1.443,0.301,0.288,-1.637
endcap,0.7699,0.5001,32,17,6,4,6.47,1.088,0.437,0.16,0.258
endcap,0.6164,0.581,31,27,5,4,7.618,1.511,0.425,0.293,-2.757
endcap,0.8144,0.7826,32,21,7,9,10.803,1.585,0.314,0.075,3.089
endcap,0.3597,0.4529,28,13,7,4,3.717,1.314,0.31,0.053,1.473
endcap,0.9013,0.8178,44,20,0,2,2.552,1.662,0.32,0.047,-1.811
endcap,0.584,0.6562,44,14,7,4,16.708,1.401,0.415,0.123,3.014
endcap,0.5854,0.6266,45,13,9,4,7.608,0.013,0.297,0.251,0.71
endcap,0.6582,0.6599,41,19,6,1,5.82,0.628,0.29,0.076,-1.539
endcap,0.346,0.4431,50,21,8,6,2.426,1.797,0.295,0.27,-0.566
endcap,0.7696,0.8382,53,17,6,4,5.341,0.569,0.31,0.274,2.395
endcap,0.8183,0.8888,33,24,5,2,11.094,1.928,0.324,0.177,-1.152
endcap,0.5567,0.5292,45,22,3,5,7.296,1.56,0.265,0.133,2.788
endcap,0.6415,0.6298,34,24,6,3,8.438,1.894,0.311,0.089,2.585
endcap,0.5698,0.3682,43,16,4,6,6.51,0.639,0.28,0.028,3.015
endcap,0.8485,0.8326,39,24,7,3,4.446,1.39,0.215,0.073,-2.173
endcap,0.8976,0.8413,43,16,6,4,15.2,2.628,0.376,0.078,-1.651
endcap,0.4467,0.5658,37,25,8,3,4.799,1.299,0.287,0.208,2.268
endcap,0.6935,0.7403,33,25,5,4,4.049,1.744,0.276,0.191,-0.361
endcap,0.8107,0.91,27,18,6,4,3.962,1.703,0.31,0.196,-1.422
endcap,0.8365,0.9605,50,26,5,2,7.449,2.346,0.242,0.186,3.044
endcap,0.7793,0.6267,24,13,7,2,5.633,1.142,0.306,0.138,3.098
endcap,0.2175,0.1163,44,17,6,10,4.08,1.815,0.354,0.235,-2.593
endcap,0.5231,0.7184,42,19,4,4,6.885,2.81,0.147,0.174,-0.959
endcap,0.9644,0.8331,35,20,6,4,6.464,0.705,0.215,0.318,-1.528
endcap,0.8319,0.6302,37,22,8,6,4.113,1.786,0.24,0.278,-1.926
endcap,0.7994,0.7808,41,11,6,4,4.801,1.309,0.238,0.163,2.125
endcap,0.6475,0.5501,42,17,5,5,9.056,0.925,0.202,0.22,-1.425
endcap,0.4839,0.4345,26,19,4,3,10.784,0.001,0.383,0.142,2.41
endcap,0.6541,0.7736,54,25,8,3,5.249,1.541,0.345,0.104,0.672
endcap,0.7946,0.6617,32,21,10,4,8.512,1.513,0.289,0.149,2.24
endcap,0.753,0.6322,42,18,10,3,11.822,1.873,0.278,0.219,1.675
endcap,0.6382,0.6686,34,17,4,5,4.062,1.024,0.209,0.234,1.446
endcap,0.9124,1.0,41,22,2,2,5.757,1.641,0.213,0.193,1.417
endcap,0.745,0.7977,31,18,4,1,4.735,1.125,0.197,0.172,-2.711
endcap,0.7406,0.933,32,13,8,1,2.382,1.92,0.252,0.222,-1.282
endcap,0.6715,0.8587,35,25,3,7,2.617,2.314,0.179,0.174,1.138
endcap,0.8006,0.7758,45,21,7,6,2.244,1.033,0.336,0.074,-1.541
endcap,0.1981,0.2823,51,19,9,2,6.327,1.978,0.322,0.121,-2.414
endcap,0.8051,0.8316,24,15,3,3,4.529,2.299,0.349,0.322,-3.036
endcap,0.7143,0.8446,31,23,3,5,1.345,2.09,0.242,0.134,-2.692
endcap,0.6917,0.5111,43,20,4,5,3.232,0.817,0.303,0.219,-2.213
endcap,0.4415,0.3392,39,21,11,4,7.186,2.511,0.456,0.235,-2.778
endcap,0.694,0.8169,39,14,8,5,6.215,1.769,0.427,0.126,0.065
endcap,0.3619,0.3088,35,21,11,4,10.529,1.389,0.207,0.127,-2.698
endcap,0.6949,0.7231,35,17,8,4,5.379,1.684,0.278,0.246,-2.607
endcap,0.9533,0.9634,48,25,3,1,3.038,0.967,0.128,0.103,0.41
endcap,0.8327,0.9372,48,16,7,6,17.177,1.363,0.408,0.215,1.722
endcap,0.7304,0.6551,37,20,2,3,6.455,1.844,0.229,0.142,0.787
endcap,0.8392,0.9768,32,24,4,4,3.106,0.111,0.399,0.152,2.044
endcap,0.381,0.3962,36,24,7,6,2.256,1.817,0.373,0.172,-1.158
endcap,0.5594,0.6792,40,16,8,8,7.045,1.959,0.189,0.235,-2.183
endcap,0.7109,0.7542,41,19,7,7,4.446,1.491,0.286,0.149,-1.275
endcap,0.7868,0.8025,51,22,3,4,4.32,1.117,0.276,0.313,-2.244
endcap,0.8924,0.8521,51,21,6,4,2.839,1.839,0.516,0.024,-1.345
endcap,0.7421,0.8354,37,19,6,2,2.861,1.812,0.278,0.289,-1.206
endcap,0.6752,0.6681,45,19,3,3,2.759,2.541,0.232,0.213,-2.539
endcap,0.6646,0.8743,32,21,7,4,2.132,1.495,0.228,0.104,-1.603
endcap,0.773,0.7265,46,13,4,10,16.845,2.188,0.445,0.212,-0.236
endcap,0.8826,0.9887,31,16,4,5,4.448,1.14,0.41,0.216,-1.606
endcap,0.7647,0.9045,38,13,5,4,7.711,2.424,0.183,0.242,-1.661
endcap,0.6981,0.4251,40,18,7,1,5.355,1.71,0.23,0.287,-0.203
endcap,0.5693,0.5961,41,18,3,2,16.312,1.725,0.127,0.174,2.68
endcap,0.9132,0.7386,36,20,5,5,3.12,0.968,0.155,0.218,0.401
endcap,0.8351,0.6572,44,17,4,6,10.958,2.323,0.282,0.311,-1.165
endcap,0.7287,0.7827,41,21,3,2,9.074,1.64,0.263,0.065,-2.992
endcap,0.5826,0.511,39,18,3,4,4.002,1.372,0.157,0.262,1.391
endcap,0.8007,0.7224,43,23,4,2,4.18,2.24,0.113,0.017,1.222
