region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
barrel,0.4357,0.2481,27,14,9,7,10.229,1.943,0.299,0.109,0.315
barrel,0.3357,0.3501,20,20,5,8,4.709,0.535,0.489,0.226,2.023
barrel,0.4541,0.1307,29,16,6,2,2.958,0.751,0.132,0.243,-1.271
barrel,0.4175,0.4407,25,9,9,7,3.826,1.75,0.256,0.123,-1.692
barrel,0.3006,0.6825,34,15,7,13,8.631,1.84,0.363,0.313,-0.728
barrel,0.1886,0.613,32,17,10,4,11.148,1.079,0.427,0.116,-2.024
barrel,0.3144,0.3052,36,9,11,5,8.714,2.285,0.28,0.158,1.842
barrel,0.3166,0.4498,30,12,7,6,6.335,0.185,0.123,0.087,-2.673
barrel,0.369,0.5885,30,6,8,5,5.795,1.042,0.322,0.216,0.673
barrel,0.0895,0.1603,35,16,13,3,4.011,1.05,0.279,0.331,1.373
barrel,0.3732,0.5772,29,14,5,8,12.201,1.194,0.185,0.216,0.868
barrel,0.4274,0.0461,24,11,7,7,10.171,1.131,0.195,0.215,-1.234
barrel,0.4212,0.1877,26,16,6,7,6.659,1.564,0.347,0.128,-0.563
barrel,0.4545,0.2785,27,13,8,4,8.503,1.827,0.166,0.057,2.804
barrel,0.0,0.2756,21,7,12,5,6.374,1.663,0.204,0.285,-1.526
barrel,0.2088,0.5806,22,16,6,4,7.4,2.158,0.241,0.069,0.597
barrel,0.3567,0.4119,33,13,12,5,7.018,0.984,0.3,0.212,2.345
barrel,0.5933,0.2597,23,9,10,4,4.308,0.418,0.526,0.268,1.646
barrel,0.5339,0.5405,26,16,4,9,2.842,1.04,0.242,0.125,-1.446
barrel,0.0874,0.1177,28,8,9,5,3.023,1.88,0.099,0.149,0.77
barrel,0.4195,0.4715,27,12,7,3,2.163,1.46,0.344,0.256,1.145
barrel,0.5122,0.5456,24,14,7,6,5.898,1.374,0.407,0.35,-2.945
barrel,0.4491,0.3372,38,15,5,8,8.26,1.962,0.426,0.279,1.561
barrel,0.3346,0.1215,32,11,10,5,4.152,1.89,0.297,0.266,-1.171
barrel,0.5791,0.4502,28,12,6,6,7.134,1.787,0.279,0.202,-3.088
barrel,0.2276,0.1495,28,7,9,5,5.686,1.589,0.236,0.118,-1.758
barrel,0.4763,0.4863,24,10,9,7,8.93,2.31,0.348,0.23,1.761
barrel,0.497,0.3011,21,11,6,5,2.819,1.227,0.422,0.154,-0.432
barrel,0.5872,0.803,25,11,10,5,3.556,0.783,0.417,0.063,1.401
barrel,0.5621,0.2179,20,12,11,9,4.22,2.084,0.093,0.126,1.758
barrel,0.6472,0.1918,24,16,9,4,1.073,1.592,0.317,0.164,-1.087
barrel,0.2478,0.3187,30,9,12,6,1.456,1.123,0.3,0.103,1.555
barrel,0.4815,0.7508,26,15,7,10,7.04,1.385,0.454,0.204,-0.843
barrel,0.6068,0.4242,28,15,8,6,8.325,1.393,0.392,0.176,0.354
barrel,0.5421,0.1967,35,11,9,3,3.929,0.385,0.288,0.071,-2.022
barrel,0.6324,0.5438,33,19,4,7,6.311,2.07,0.408,0.279,-0.557
barrel,0.7508,0.3254,29,14,4,4,4.308,1.914,0.267,0.158,-2.422
barrel,0.8903,0.2223,26,16,9,7,2.14,0.392,0.341,0.105,0.718
barrel,0.7541,0.6794,34,16,7,3,9.088,0.676,0.337,0.168,0.368
barrel,0.3682,0.238,33,13,8,6,9.259,2.386,0.209,0.2,3.036
barrel,0.0198,0.7101,22,9,8,12,3.285,1.652,0.213,0.258,-1.677
barrel,0.3082,0.708,25,13,10,7,8.663,1.3,0.178,0.192,1.625
barrel,0.6437,0.4259,29,17,5,6,17.064,1.626,0.224,0.136,-2.547
barrel,0.0994,0.19,12,9,10,6,13.172,1.565,0.307,0.201,1.467
barrel,0.1916,0.3565,31,11,9,1,7.149,1.422,0.199,0.325,1.517
barrel,0.4035,0.7653,40,18,4,2,2.156,0.549,0.203,0.329,2.103
barrel,0.2033,0.2015,25,14,5,4,2.744,1.191,0.39,0.154,-1.774
barrel,0.4272,0.5837,35,15,8,4,2.407,1.588,0.177,0.215,1.702
barrel,0.5084,0.1741,24,14,9,11,7.672,1.757,0.148,0.235,2.189
barrel,0.4027,0.6703,24,9,8,3,7.031,1.136,0.356,0.317,2.471
barrel,0.1933,0.2716,30,15,12,6,4.458,2.142,0.359,0.211,-0.88
barrel,0.3045,0.1131,25,13,10,5,11.472,0.549,0.237,0.136,2.469
barrel,0.807,0.0723,30,16,13,5,4.521,1.134,0.399,0.149,-0.941
barrel,0.7589,0.2173,22,12,11,2,4.933,1.897,0.31,0.274,-2.632
barrel,0.756,0.2054,29,16,13,3,2.603,1.618,0.386,0.29,0.694
barrel,0.4284,0.4181,30,7,6,8,6.491,1.23,0.301,0.414,0.573
barrel,0.2926,0.5122,26,12,9,6,4.48,1.066,0.421,0.131,0.068
barrel,0.4346,0.4829,25,14,11,5,11.386,1.321,0.267,0.161,-2.715
barrel,0.2755,0.1877,29,12,12,6,1.896,2.092,0.206,0.203,1.362
barrel,0.2047,0.5881,21,14,8,7,9.106,2.13,0.252,0.095,2.546
barrel,0.5103,0.4346,29,8,7,3,1.87,1.815,0.227,0.388,1.729
barrel,0.4939,0.5317,32,15,9,5,7.303,2.205,0.227,0.188,2.901
barrel,0.588,0.01,30,9,7,3,1.26,1.815,0.194,0.18,0.29
barrel,0.565,0.3571,25,14,11,3,2.73,1.507,0.307,0.259,2.594
barrel,0.5326,0.6655,27,10,4,4,6.81,1.701,0.507,0.256,2.36
barrel,0.1234,0.2361,35,12,13,8,12.797,1.189,0.258,0.047,-2.771
barrel,0.5278,0.2949,16,19,5,4,2.131,1.353,0.201,0.3,-3.13
barrel,0.1476,0.6005,34,13,10,7,5.241,1.365,0.373,0.215,2.232
barrel,0.538,0.2257,24,12,16,4,9.261,0.542,0.195,0.196,-2.811
barrel,0.2529,0.2741,27,8,9,6,6.6,3.457,0.211,0.292,-2.787
barrel,0.4961,0.5701,26,18,10,10,8.887,0.907,0.561,0.191,0.245
barrel,0.2366,0.468,36,14,5,4,4.754,0.739,0.496,0.259,0.993
barrel,0.4953,0.5331,25,17,11,10,3.993,0.969,0.403,0.38,-0.199
barrel,0.1762,0.4751,16,16,10,3,4.253,2.151,0.133,0.248,2.04
barrel,0.3856,0.8224,29,11,9,3,18.956,0.088,0.345,0.279,-2.815
barrel,0.6251,0.7592,14,10,7,3,3.529,0.844,0.264,0.14,-2.993
barrel,0.5137,0.0218,23,23,13,6,3.345,2.477,0.257,0.198,2.83
barrel,0.5015,0.3412,26,9,9,5,1.676,1.666,0.374,0.206,-1.673
barrel,0.4723,0.1306,28,18,6,9,10.802,2.077,0.457,0.258,-1.154
barrel,0.2728,0.4302,30,11,6,5,4.096,1.304,0.341,0.226,-1.031
barrel,0.6546,0.4025,24,16,6,10,6.055,0.609,0.41,0.104,-3.02
barrel,0.2114,0.1868,27,13,8,7,7.535,1.235,0.36,0.093,1.658
barrel,0.5797,0.522,31,15,8,4,5.155,0.725,0.371,0.23,1.129
barrel,0.3404,0.2674,23,14,11,6,4.412,3.021,0.352,0.027,2.933
barrel,0.1739,0.6548,26,18,7,7,3.062,1.335,0.145,0.128,0.54
barrel,0.8067,0.5352,23,9,10,6,5.648,2.142,0.158,0.244,-0.916
barrel,0.3473,0.229,37,8,15,7,6.836,1.429,0.387,0.154,-1.41
barrel,0.1248,0.4737,32,15,8,8,3.429,1.527,0.355,0.304,-2.241
barrel,0.1889,0.2632,24,20,10,6,6.086,1.177,0.29,0.332,-2.908
barrel,0.2077,0.6572,33,12,9,6,1.91,1.407,0.226,0.287,-2.49
barrel,0.3865,0.1588,43,17,18,3,3.287,1.068,0.212,0.193,2.59
barrel,0.4435,0.4782,25,16,10,7,4.759,2.032,0.308,0.226,2.446
barrel,0.0679,0.6818,26,13,4,2,2.702,0.595,0.258,0.147,-1.359
barrel,0.5921,0.361,29,15,11,5,3.692,1.309,0.358,0.284,1.768
barrel,0.1091,0.2554,28,8,12,8,12.502,1.504,0.232,0.331,-2.104
barrel,0.6318,0.1727,32,19,8,10,4.615,0.747,0.485,0.246,-0.884
barrel,0.4772,0.3738,16,16,9,6,10.246,0.607,0.28,0.328,-0.7
barrel,0.8862,0.5553,18,20,3,5,9.591,2.2,0.365,0.286,-2.29
barrel,0.4851,0.3593,26,12,6,5,3.478,1.551,0.332,0.181,2.293
barrel,0.1289,0.1797,24,13,12,10,7.486,1.334,0.302,0.094,2.206
barrel,0.642,0.4276,27,15,9,8,3.626,2.155,0.308,0.231,1.789
barrel,0.8749,0.2147,32,14,11,6,3.078,1.873,0.41,0.134,2.515
barrel,0.1186,0.7298,22,16,15,4,12.422,0.014,0.325,0.299,0.866
barrel,0.57,0.2556,28,10,5,5,3.488,1.694,0.346,0.038,2.504
barrel,0.7619,0.145,30,16,7,10,8.443,1.772,0.324,0.19,0.643
barrel,0.3073,0.4202,23,12,7,7,6.659,1.425,0.045,0.1,0.454
barrel,0.5153,0.4465,20,14,7,9,5.676,2.54,0.511,0.269,0.199
barrel,0.6649,0.2602,20,14,6,7,4.021,2.327,0.184,0.15,-0.041
barrel,0.3757,0.3856,28,13,12,5,1.929,0.559,0.143,0.286,1.146
barrel,0.1891,0.2073,20,8,6,7,3.532,1.82,0.461,0.202,1.07
barrel,0.5052,0.2428,41,22,9,5,2.814,2.425,0.249,0.278,2.546
barrel,0.0,0.3338,28,11,10,6,5.776,0.973,0.273,0.181,2.935
barrel,0.3981,0.5255,26,12,6,7,6.659,0.493,0.479,0.235,-1.76
barrel,0.6498,0.2607,18,9,8,6,3.597,2.475,0.32,0.085,2.357
barrel,0.3698,0.1431,28,12,6,11,3.368,2.008,0.22,0.332,-0.341
barrel,0.1308,0.0,26,18,8,8,6.045,1.134,0.274,0.222,1.091
barrel,0.3703,0.6669,34,11,11,8,4.249,1.229,0.421,0.211,-0.145
barrel,0.5554,0.203,32,10,11,4,4.581,1.706,0.134,0.076,-1.872
barrel,0.7929,0.2278,28,11,8,4,6.284,1.383,0.443,0.091,-1.446
barrel,0.3738,0.6074,34,13,6,11,9.716,0.705,0.318,0.246,0.557
barrel,0.2776,0.8987,30,8,8,5,13.537,1.452,0.322,0.249,-0.347
barrel,0.4312,0.7398,35,10,6,5,16.193,1.57,0.252,0.297,2.736
barrel,0.5538,0.8353,26,20,9,7,6.236,1.088,0.282,0.17,1.256
barrel,0.4187,0.6966,38,13,9,7,8.277,2.59,0.397,0.269,1.499
barrel,0.3248,0.4933,19,9,10,4,10.142,1.824,0.465,0.185,-1.74
barrel,0.2425,0.2068,34,9,9,5,2.45,0.132,0.446,0.028,-0.574
barrel,0.0771,0.6278,21,14,12,5,8.115,2.164,0.302,0.252,-2.272
barrel,0.3593,0.5166,18,8,13,8,12.126,2.153,0.245,0.168,-2.528
barrel,0.38,0.5935,19,6,7,5,1.158,1.207,0.425,0.191,3.141
barrel,0.759,0.3766,19,11,11,4,4.131,0.86,0.153,0.172,2.874
barrel,0.3418,0.1498,24,9,13,8,4.703,2.02,0.205,0.266,2.161
barrel,0.3301,0.228,31,11,8,2,4.686,1.137,0.197,0.072,-2.57
barrel,0.2464,0.8135,25,17,13,7,7.147,1.707,0.165,0.269,-1.219
barrel,0.7611,0.6992,23,19,5,2,11.509,1.226,0.53,0.155,-1.764
barrel,0.356,0.1642,32,14,6,10,2.739,1.221,0.324,0.188,-1.501
barrel,0.3864,0.1964,27,17,9,7,10.62,0.867,0.347,0.149,2.394
barrel,0.524,0.3261,27,19,7,8,2.47,1.596,0.264,0.097,0.489
barrel,0.1956,0.5435,32,22,4,10,9.666,2.384,0.304,0.232,0.147
barrel,0.1393,0.421,34,11,3,3,8.624,0.209,0.297,0.315,0.431
barrel,0.4335,0.6554,32,18,11,6,1.47,0.791,0.21,0.046,-1.569
barrel,0.2098,0.5492,27,8,6,6,6.513,1.912,0.414,0.137,0.984
barrel,0.0731,0.2292,37,14,9,7,7.997,1.445,0.191,0.174,-1.99
barrel,0.2727,0.6877,21,15,10,6,11.839,2.005,0.136,0.136,-0.866
endcap,0.5837,0.8132,14,9,3,3,5.765,1.676,0.194,0.169,-0.856
endcap,0.678,0.0628,19,9,5,5,4.349,1.188,0.407,0.154,2.111
endcap,0.5961,0.7798,18,9,3,7,7.786,3.092,0.153,0.271,-1.381
endcap,0.4249,0.456,13,8,6,0,2.627,1.042,0.271,0.249,-0.568
endcap,0.6283,0.7074,18,15,8,4,5.923,0.815,0.378,0.156,0.034
endcap,0.1961,0.0441,13,6,4,5,6.541,2.037,0.302,0.14,-2.556
endcap,0.2219,0.2725,22,12,1,7,3.664,2.111,0.292,0.212,2.376
endcap,0.2652,0.5762,19,7,7,5,10.889,1.788,0.265,0.238,2.245
endcap,0.1719,0.4347,14,5,9,5,3.371,1.784,0.265,0.15,0.383
endcap,0.6048,0.6516,22,6,8,5,1.393,1.374,0.237,0.212,-2.455
endcap,0.1878,0.3295,13,10,6,4,7.284,1.262,0.27,0.21,1.107
endcap,0.7675,0.1896,22,14,10,7,5.304,1.615,0.267,0.264,-2.439
endcap,0.2406,0.3551,22,6,9,3,4.465,1.084,0.344,0.045,1.816
endcap,0.2829,0.6807,12,12,6,1,5.961,1.604,0.21,0.236,-0.446
endcap,0.8044,0.9747,12,11,7,5,0.551,0.884,0.128,0.055,1.853
endcap,0.5183,0.2444,17,10,5,3,3.619,2.046,0.195,0.161,1.76
endcap,0.5143,0.7234,14,6,6,5,4.829,1.268,0.418,0.31,-1.932
endcap,0.222,0.4093,20,10,5,8,2.02,1.774,0.18,0.173,1.445
endcap,0.2696,0.6328,25,5,6,6,18.245,1.899,0.362,0.211,-3.075
endcap,0.0951,0.4557,14,7,8,4,6.884,1.08,0.258,0.136,1.13
endcap,0.4054,0.6339,12,8,2,4,12.518,0.657,0.155,0.181,1.579
endcap,0.2262,0.0847,15,12,8,5,4.037,0.547,0.461,0.041,1.927
endcap,0.2687,0.229,25,11,5,2,1.531,1.659,0.162,0.197,-1.084
endcap,0.504,0.5608,15,9,7,3,7.37,0.542,0.165,0.157,2.918
endcap,0.3818,0.6474,18,10,5,5,16.905,1.095,0.272,0.163,2.753
endcap,0.4703,0.2577,24,10,9,4,8.368,1.107,0.323,0.239,2.558
endcap,0.3732,0.4044,17,6,10,5,13.819,2.859,0.27,0.197,-2.091
endcap,0.2818,0.3233,23,11,8,4,8.203,2.922,0.299,0.416,2.071
endcap,0.1092,0.3846,17,7,4,4,5.395,1.403,0.402,0.191,1.615
endcap,0.1937,0.1037,23,9,5,4,3.324,1.856,0.369,0.121,1.378
endcap,0.0786,0.3732,18,6,7,3,9.116,1.071,0.256,0.201,-1.403
endcap,0.2214,0.0,18,7,9,4,2.817,1.891,0.307,0.279,1.344
endcap,0.3419,0.2905,15,12,1,6,7.328,1.097,0.158,0.277,1.588
endcap,0.4331,0.0593,17,7,9,2,0.748,1.937,0.423,0.296,-2.527
endcap,0.1747,0.6304,16,9,8,4,8.723,0.246,0.238,0.136,-0.665
endcap,0.6254,0.4883,19,11,6,2,12.04,1.133,0.36,0.283,2.042
endcap,0.5037,0.0998,15,12,5,4,8.979,1.246,0.266,0.241,-1.49
endcap,0.4792,0.7011,13,10,4,3,4.042,1.708,0.183,0.106,1.604
endcap,0.1512,0.1882,27,11,4,7,15.524,1.241,0.179,0.183,-1.491
endcap,0.0933,0.2429,13,15,5,3,22.314,1.876,0.269,0.362,-1.823
endcap,0.1895,0.2651,18,15,3,5,13.308,2.757,0.252,0.001,-1.354
endcap,0.5446,0.0153,26,12,11,3,4.598,1.276,0.439,0.195,-1.398
endcap,0.2982,0.3343,18,11,8,5,10.286,1.105,0.327,0.128,-1.614
endcap,0.3526,0.1886,14,12,9,6,1.068,1.911,0.172,0.197,-1.265
endcap,0.6735,0.1739,17,8,7,4,24.424,0.88,0.418,0.139,-1.275
endcap,0.5903,0.5488,24,6,7,0,1.373,2.228,0.226,0.276,-1.137
endcap,0.7477,0.2544,13,10,4,0,4.755,0.755,0.164,0.174,-2.992
endcap,0.2825,0.3905,15,16,9,8,9.736,1.821,0.234,0.242,-0.848
endcap,0.6488,0.4201,19,5,5,3,3.575,0.641,0.288,0.359,-1.907
endcap,0.1899,0.5396,19,4,11,3,7.039,1.909,0.34,0.276,2.287
endcap,0.1549,0.2953,24,14,6,5,3.575,1.095,0.453,0.298,1.667
endcap,0.4802,0.4136,23,10,4,2,6.358,2.579,0.276,0.312,-0.95
endcap,0.5685,0.7063,20,6,8,3,1.95,1.86,0.47,0.247,1.727
endcap,0.5726,0.5503,14,8,2,3,5.708,2.419,0.41,0.067,-2.367
endcap,0.2497,0.2342,19,11,9,6,6.394,2.044,0.206,0.372,-1.544
endcap,0.2369,0.2774,20,12,4,3,8.656,1.663,0.345,0.39,1.308
endcap,0.3444,0.3417,12,10,7,1,5.081,2.113,0.303,0.288,1.228
endcap,0.3754,0.2345,17,9,12,3,10.084,2.933,0.383,0.25,-0.747
endcap,0.1707,0.149,24,3,7,4,6.875,1.217,0.371,0.403,0.21
endcap,0.1048,0.2335,17,12,10,4,3.14,1.541,0.188,0.393,1.484
endcap,0.0445,0.3583,13,11,4,3,7.985,2.397,0.252,0.33,-2.9
endcap,0.011,0.1644,25,9,10,3,4.868,0.818,0.319,0.149,1.213
endcap,0.1899,0.3309,18,11,5,6,11.167,0.777,0.33,0.223,-2.056
endcap,0.2669,0.3627,28,9,4,5,2.766,1.113,0.386,0.152,-1.168
endcap,0.8102,0.3699,15,7,7,6,11.148,1.474,0.23,0.349,1.433
endcap,0.473,0.6539,23,5,9,5,6.692,1.924,0.299,0.113,1.944
endcap,0.2154,0.5153,16,7,4,3,7.513,0.863,0.335,0.157,3.006
endcap,0.0353,0.1839,21,4,8,4,3.804,1.063,0.162,0.149,-1.937
endcap,0.4571,0.5716,19,5,10,6,4.125,0.826,0.331,0.184,0.297
endcap,0.669,0.2013,17,6,3,5,8.064,0.972,0.41,0.107,1.365
endcap,0.505,0.3509,16,7,5,9,1.343,2.361,0.182,0.126,0.646
endcap,0.4559,0.1786,13,4,4,7,12.392,1.736,0.272,0.055,-2.143
endcap,0.5909,0.4314,16,14,8,4,5.021,1.714,0.231,0.267,-1.748
endcap,0.7448,0.4839,21,7,2,4,3.301,2.274,0.221,0.322,1.399
endcap,0.6649,0.2924,19,6,8,4,7.166,1.444,0.251,0.317,-1.274
endcap,0.0646,0.3494,12,9,3,4,9.248,1.749,0.385,0.15,-2.842
endcap,0.2281,0.395,15,10,8,6,3.709,2.06,0.316,0.347,2.849
endcap,0.7592,0.393,30,10,6,1,6.033,1.58,0.315,0.268,-1.674
endcap,0.1869,0.3876,22,11,5,3,5.727,1.577,0.287,0.135,-2.591
endcap,0.443,0.1755,14,20,4,4,14.908,1.826,0.336,0.136,0.699
endcap,0.6125,0.7609,16,12,6,2,8.399,1.756,0.252,0.234,-2.933
endcap,0.3033,0.8252,17,11,10,6,2.493,1.116,0.262,0.259,-2.195
endcap,0.1956,0.3297,14,7,10,5,5.595,1.948,0.349,0.226,-1.129
endcap,0.3916,0.5101,16,7,6,5,7.421,0.802,0.398,0.276,-1.994
endcap,0.6744,0.4443,24,6,10,7,7.125,1.081,0.332,0.338,-0.376
endcap,0.6044,0.2145,16,11,3,3,1.327,1.122,0.079,0.24,0.029
endcap,0.8858,0.6933,32,13,9,2,6.927,0.402,0.235,0.055,0.634
endcap,0.5414,0.0487,21,11,1,4,2.212,1.958,0.419,0.178,-0.193
endcap,0.2244,0.3889,16,3,6,4,6.732,1.053,0.344,0.192,-0.16
endcap,0.313,0.6382,23,9,5,2,7.504,3.268,0.216,0.283,-0.063
endcap,0.1767,0.7629,17,10,4,5,10.145,1.425,0.2,0.099,-2.924
endcap,0.2904,0.3833,9,7,8,2,7.487,1.409,0.105,0.171,-1.826
endcap,0.0,0.6242,25,7,7,5,9.039,1.379,0.212,0.1,2.627
endcap,0.5522,0.556,18,15,3,4,6.955,1.606,0.118,0.182,1.32
endcap,0.4679,0.0815,18,7,7,3,12.94,1.67,0.27,0.19,-0.284
endcap,0.1784,0.6275,13,5,11,5,2.986,1.946,0.119,0.263,0.337
endcap,0.4068,0.1322,22,5,7,3,11.911,1.853,0.152,0.258,-2.885
endcap,0.3906,0.2396,18,6,9,3,11.02,1.396,0.444,0.1,1.706
endcap,0.3383,0.0171,20,6,10,5,6.773,2.734,0.34,0.214,2.115
endcap,0.1595,0.4534,17,11,6,3,7.12,1.334,0.201,0.279,1.919
endcap,0.5569,0.2999,16,13,9,4,4.204,2.009,0.464,0.25,-2.42
endcap,0.1311,0.2099,18,10,2,4,2.117,1.302,0.286,0.155,3.049
endcap,0.4007,0.4017,18,10,10,7,9.889,0.032,0.15,0.182,1.419
endcap,0.1436,0.288,16,10,5,2,3.92,1.955,0.337,0.172,-2.643
endcap,0.4085,0.4107,19,8,5,0,11.528,1.927,0.373,0.424,1.794
endcap,0.4557,0.3422,23,17,10,2,11.161,1.736,0.427,0.08,-1.987
endcap,0.3625,0.3481,18,6,6,2,10.349,0.492,0.243,0.325,0.445
endcap,0.1382,0.3524,20,8,4,2,4.425,1.738,0.193,0.125,-2.179
endcap,0.2876,0.5225,16,9,5,3,11.618,0.949,0.394,0.179,-1.629
endcap,0.349,0.5638,19,8,8,2,5.002,0.575,0.305,0.201,3.013
endcap,0.5105,0.5736,19,10,7,3,5.712,1.642,0.329,0.141,0.72
endcap,0.3314,0.0714,20,10,7,7,8.085,2.558,0.194,0.199,-1.167
endcap,0.2903,0.6407,12,5,8,2,4.649,1.577,0.461,0.252,2.905
endcap,0.2789,0.2622,21,7,7,3,5.033,0.591,0.311,0.212,-0.546
endcap,0.5543,0.1338,14,7,7,6,4.853,1.808,0.139,0.078,-1.89
endcap,0.232,0.0939,21,10,9,3,13.405,0.435,0.17,0.124,2.908
endcap,0.535,0.5091,12,13,4,3,1.721,0.871,0.279,0.246,1.897
endcap,0.6992,0.4431,18,11,8,5,13.912,1.777,0.099,0.121,1.807
endcap,0.5224,0.7099,16,5,5,8,1.703,1.862,0.391,0.199,0.132
endcap,0.2855,0.559,26,7,3,11,13.841,1.719,0.245,0.234,2.186
endcap,0.2265,0.5181,10,3,6,3,3.851,0.706,0.273,0.346,0.947
endcap,0.3281,0.1976,12,6,4,5,16.033,2.288,0.399,0.302,3.036
endcap,0.5583,0.3564,15,6,6,4,6.06,1.789,0.301,0.29,1.325
endcap,0.4195,0.3423,22,12,4,4,6.072,2.412,0.222,0.151,1.327
endcap,0.9805,0.6007,16,6,10,3,8.831,0.939,0.328,0.27,-1.516
endcap,0.3221,0.1852,13,15,11,4,6.336,1.056,0.262,0.249,2.372
endcap,0.6269,0.4529,27,9,7,3,5.147,0.597,0.438,0.218,2.871
endcap,0.3395,0.8072,12,11,6,6,2.214,0.521,0.313,0.339,-1.35
endcap,0.3744,0.3411,17,8,6,2,6.224,1.653,0.383,0.001,1.998
endcap,0.132,0.4049,13,12,8,3,1.942,1.405,0.111,0.279,-1.241
endcap,0.3131,0.2316,20,9,2,7,8.006,0.687,0.328,0.1,1.581
endcap,0.2486,0.5136,21,6,11,6,9.376,2.725,0.432,0.261,-1.308
endcap,0.4811,0.4914,19,9,5,5,4.801,1.952,0.453,0.211,-0.181
endcap,0.1597,0.186,22,14,7,5,4.267,0.329,0.437,0.174,2.095
endcap,0.5201,0.1637,18,14,8,7,3.69,2.503,0.11,0.222,-0.964
endcap,0.2835,0.0476,16,10,10,3,5.091,0.746,0.229,0.154,-1.709
endcap,0.3739,0.4502,29,10,6,1,3.604,1.549,0.325,0.098,-2.91
endcap,0.4206,0.1467,13,7,5,6,16.451,2.257,0.172,0.142,2.975
endcap,0.3599,0.2907,17,9,10,2,10.532,0.871,0.265,0.24,-3.019
endcap,0.7161,0.3675,26,1,5,4,8.437,1.15,0.281,0.177,-1.277
endcap,0.7842,0.3416,19,7,4,3,3.974,0.203,0.254,0.294,-2.718
endcap,0.2623,0.6702,15,11,10,3,4.391,2.097,0.244,0.246,-2.516
endcap,0.2435,0.2207,17,8,9,6,13.034,1.492,0.158,0.138,-2.518
endcap,0.4577,0.0379,15,7,6,9,16.057,2.086,0.313,0.251,1.527
endcap,0.3349,0.759,24,2,3,4,3.043,0.946,0.4,0.104,2.934
endcap,0.2963,0.2643,24,11,10,2,2.864,2.267,0.243,0.296,-2.803
endcap,0.6033,0.5028,22,15,6,5,9.248,1.081,0.365,0.173,-0.709
endcap,0.4114,0.6729,14,10,4,3,4.745,1.783,0.372,0.192,1.977
endcap,0.126,0.2774,16,6,11,2,5.691,1.639,0.195,0.107,-3.125
endcap,0.6136,0.5737,16,11,5,2,3.245,0.988,0.345,0.244,0.698
endcap,0.653,0.5274,18,14,7,3,12.377,1.327,0.394,0.354,-2.564
endcap,0.1729,0.1572,13,11,11,5,4.041,1.732,0.156,0.133,0.269
endcap,0.2954,0.1367,17,3,7,3,4.654,1.253,0.407,0.152,-2.341
endcap,0.1745,0.7797,24,11,3,2,4.921,0.879,0.353,0.227,-0.087
endcap,0.6949,0.2746,11,8,4,2,4.091,1.779,0.38,0.192,-2.867
endcap,0.4329,0.2664,12,7,6,5,5.318,1.046,0.251,0.308,1.367
endcap,0.4001,0.4027,19,11,5,5,12.932,1.955,0.298,0.171,-0.773
endcap,0.6573,0.475,18,10,7,3,7.232,1.248,0.192,0.409,1.226
endcap,0.368,0.175,12,10,9,5,1.983,0.907,0.311,0.349,2.05
endcap,0.5236,0.231,27,9,4,5,6.067,1.629,0.393,0.121,1.044
endcap,0.1879,0.2613,13,8,5,3,4.921,1.364,0.386,0.19,-2.125
endcap,0.3811,0.3986,24,5,6,2,4.609,2.14,0.201,0.189,-0.269
endcap,0.1617,0.7422,23,5,7,3,3.102,1.852,0.337,0.166,-2.143
endcap,0.7061,0.4303,9,8,1,6,2.93,2.206,0.424,0.279,-2.583
endcap,0.1085,0.4382,8,10,5,9,1.616,1.43,0.236,0.129,-3.103
endcap,0.4225,0.4842,15,5,7,2,4.642,1.466,0.289,0.081,1.068
endcap,0.4786,0.2424,16,8,5,1,7.757,0.788,0.086,0.229,2.208
endcap,0.5721,0.5988,19,9,3,1,6.13,2.664,0.361,0.199,-1.991
endcap,0.6085,0.7457,12,11,8,4,6.183,1.946,0.287,0.175,1.118
endcap,0.17,0.4865,13,12,9,1,4.127,1.604,0.349,0.111,2.527
endcap,0.6663,0.4954,22,15,4,5,8.453,1.086,0.326,0.253,1.464
endcap,0.4012,0.8194,20,4,6,8,1.549,2.381,0.309,0.094,3.087
endcap,0.5415,0.5503,21,9,2,1,8.899,1.859,0.319,0.028,-2.429
endcap,0.1486,0.093,19,8,5,3,2.237,0.847,0.289,0.312,-2.29
endcap,0.5522,0.3785,12,13,5,8,3.024,1.621,0.088,0.202,-2.214
endcap,0.326,0.4616,10,4,5,2,6.039,1.429,0.286,0.077,0.088
endcap,0.2884,0.6693,12,11,7,5,5.346,2.266,0.402,0.279,2.321
endcap,0.0526,0.3295,22,10,7,4,9.577,0.908,0.415,0.263,2.388
endcap,0.2759,0.2979,19,10,8,5,1.569,0.919,0.41,0.178,-0.865
endcap,0.5871,0.6758,21,8,9,4,5.864,2.131,0.437,0.282,-0.306
endcap,0.2789,0.0585,23,9,9,2,6.013,0.887,0.426,0.268,2.006
endcap,0.5153,0.3996,20,9,11,1,1.41,1.931,0.259,0.262,2.039
endcap,0.403,0.616,19,7,4,5,11.727,1.86,0.146,0.233,0.436
endcap,0.538,0.2605,18,13,4,3,3.058,1.078,0.246,0.228,1.39
endcap,0.5518,0.0765,18,11,5,5,3.498,2.194,0.183,0.196,-0.817
endcap,0.3512,0.5359,19,10,4,2,3.411,1.294,0.257,0.189,-0.446
